pc,direction,pool,orientation,n,preferred,clean_crossings,first_pair_mean_position,mean_position,starts_raw
87,forward,unrestricted,1,16,11,0,1,0.5891786282607059,"57245,43355,36540,19650,8160,35750,35125,2620,51330,40615,32805,13445,25300,27745,18970,54565"
87,forward,clean_crossing,1,16,9,16,16,0.31107355809774684,"13415,14100,32525,47840,4020,31795,53370,50255,38800,6660,43255,32315,44825,57805,50555,4220"
87,backward,unrestricted,-1,16,12,0,7,0.5246550433550283,"22910,30675,485,12465,55315,33415,30260,31990,840,36295,25600,20305,33580,48585,51840,27455"
87,backward,clean_crossing,-1,16,7,16,16,0.31968995891727026,"3510,2120,27995,43115,24315,48605,44670,13425,12135,29980,9615,47475,54365,8060,7455,25330"
88,forward,unrestricted,1,16,8,1,6,0.4432756874213371,"59640,5725,2940,35130,47905,43240,1135,30360,18980,42275,43765,3920,45655,18355,1525,25410"
88,forward,clean_crossing,1,16,14,16,16,0.29324764955110394,"43240,4215,56635,50240,4025,8055,32500,51300,54375,25320,31280,50575,29970,10990,2090,13410"
88,backward,unrestricted,-1,16,8,0,4,0.487096525876494,"9660,17700,14950,50885,50395,5310,58240,33990,4090,54490,22970,16180,25055,3125,51985,12450"
88,backward,clean_crossing,-1,16,9,16,16,0.2991869210810937,"7070,12145,38810,9330,43805,47440,48635,9500,11290,36765,20820,2120,44675,54370,24315,3370"
89,forward,unrestricted,-1,16,5,0,3,0.49063115453374595,"38415,34245,36500,1890,13565,22005,46575,6265,22905,52955,29550,13845,16320,9150,20040,7495"
89,forward,clean_crossing,-1,16,8,16,16,0.2929040138251009,"10980,43260,45835,49095,39090,9330,28030,11275,50215,56615,7090,24310,9865,55930,47440,37565"
89,backward,unrestricted,1,16,11,0,1,0.5466124515065757,"15375,3335,45925,22845,2440,36305,23675,25215,3055,12100,29260,3930,30495,44970,35530,43885"
89,backward,clean_crossing,1,16,10,16,16,0.30482054564062355,"10985,54390,53365,58970,28000,48595,9490,45830,2110,12980,47475,24290,45615,20575,50250,57570"
90,forward,unrestricted,1,16,5,0,3,0.5534996648759087,"36545,460,49765,36645,43890,36865,34365,35855,26215,57225,59770,58685,5815,45760,13775,20365"
90,forward,clean_crossing,1,16,10,16,16,0.29754513745774447,"18245,37585,49115,54390,24310,11000,35785,47480,8060,57600,38810,25110,36795,18630,21555,53355"
90,backward,unrestricted,-1,16,5,0,1,0.473116464385889,"12930,22965,27265,28190,47280,13485,33070,42840,19610,38450,51335,46165,37900,49910,45475,8985"
90,backward,clean_crossing,-1,16,8,16,16,0.306814010631292,"45505,13410,35805,51310,4020,4225,24295,25345,31085,11290,43250,28840,44685,32330,9870,31810"
91,forward,unrestricted,1,16,7,0,3,0.6098715284219443,"14640,44050,52670,18270,58705,6625,17500,57840,51800,59810,33280,5835,45480,57260,17780,27730"
91,forward,clean_crossing,1,16,8,16,16,0.3166583467501821,"8060,43120,31790,24300,50570,28000,18245,37585,6655,32535,13425,9620,53345,10975,48110,3365"
91,backward,unrestricted,-1,16,6,0,3,0.6018062307789802,"30270,19780,38025,2910,20215,52965,7280,36185,11325,30445,18320,35850,40250,49375,59430,54740"
91,backward,clean_crossing,-1,16,11,16,16,0.30351786977569484,"47855,25305,7450,8055,14085,25095,28845,11285,9860,47475,55025,18430,5945,9505,3505,58950"
92,forward,unrestricted,-1,16,9,0,3,0.4986749991864565,"41590,11960,21910,25645,31980,58460,3845,38595,38890,42095,19670,51505,34290,58330,16960,48795"
92,forward,clean_crossing,-1,16,8,16,16,0.2990585936267498,"45510,54370,47850,11280,28030,2125,35785,43245,9625,8050,55035,25335,58950,25095,47465,53370"
92,backward,unrestricted,1,16,10,2,6,0.4318995344448819,"38805,8075,50610,58785,240,52670,44825,36545,24485,5990,53105,53640,43585,37950,21700,21400"
92,backward,clean_crossing,1,16,5,16,16,0.31733013345315797,"38805,44825,6665,43260,3510,45615,18430,9630,31265,50260,18240,51290,48630,27995,55000,32520"
93,forward,unrestricted,1,16,9,1,6,0.4039897272776819,"5100,39630,5740,29860,22500,10670,57045,17110,3915,48165,44170,55825,46655,35860,6640,20745"
93,forward,clean_crossing,1,16,8,16,16,0.2962401196924309,"29860,6655,55030,31800,8060,4020,2095,24320,32320,9200,25310,47475,31275,35780,43245,7110"
93,backward,unrestricted,-1,16,8,0,6,0.3639167433165624,"235,18330,44550,45485,51045,5620,47345,11920,18535,38025,39735,39905,10735,27735,24255,43300"
93,backward,clean_crossing,-1,16,11,16,16,0.3067551761545356,"44815,48625,10625,44670,25090,3365,47440,7095,12285,11285,20585,12155,43125,13420,7470,9190"
94,forward,unrestricted,-1,16,8,1,5,0.4675245493137511,"35885,37745,11150,31990,43385,55050,3975,25660,22005,36405,49710,28705,38900,34095,14515,18495"
94,forward,clean_crossing,-1,16,10,16,16,0.3039399203402125,"55050,4230,10975,44810,43255,57590,31800,25350,57805,9500,38800,53370,24300,8055,48615,35785"
94,backward,unrestricted,1,16,8,0,1,0.4874416448479861,"35685,2870,37455,17770,22630,25140,45025,6650,44100,30285,57220,29200,47790,23035,17115,50200"
94,backward,clean_crossing,1,16,5,16,16,0.30484750772165126,"31070,41435,29965,31275,12260,56620,43245,10985,28010,9630,24320,2100,6655,18620,50215,12980"
95,forward,unrestricted,-1,16,8,0,5,0.37292890053951927,"22725,50365,6380,12195,13195,24015,53245,41340,37950,42290,17335,7620,57750,10415,51240,21165"
95,forward,clean_crossing,-1,16,7,16,16,0.32120594447418455,"18610,38810,43260,51295,11275,45505,13410,7460,47440,4025,20585,32525,41420,24325,31085,39095"
95,backward,unrestricted,1,16,4,0,3,0.5453385402421285,"44415,27235,57895,20710,52485,40715,36290,2985,15080,59335,49280,21005,39620,46745,25070,12340"
95,backward,clean_crossing,1,16,6,16,16,0.2868270888713429,"38805,50225,2115,18235,35790,24310,29975,7475,25115,43110,3505,31100,9490,56635,53375,25305"
96,forward,unrestricted,1,16,9,1,4,0.45503188446583887,"17105,5710,35180,10435,44450,33370,39625,53035,50600,19295,55695,11600,8065,44860,34360,40485"
96,forward,clean_crossing,1,16,13,16,16,0.31364722022245506,"8065,24315,7110,4235,44820,29980,10975,25330,13405,28840,32325,3500,7455,35790,9870,2100"
96,backward,unrestricted,-1,16,6,1,7,0.4146904554919659,"3505,21295,9645,6445,38615,32075,3850,38840,50370,35495,1140,31925,55420,15020,17940,4925"
96,backward,clean_crossing,-1,16,8,16,16,0.30616970034068913,"3505,25110,24325,48605,5950,18615,2110,4020,9615,39095,37570,56630,13415,55035,43780,47450"
97,forward,unrestricted,1,16,6,1,7,0.3946470234021324,"55875,10740,16115,6620,40120,50755,33365,25290,29665,51885,58935,11535,22935,32775,46510,29995"
97,forward,clean_crossing,1,16,8,16,16,0.33280416862258905,"58935,13435,7105,25115,47835,55000,24320,7460,28005,44825,54400,14090,39090,43265,12135,8060"
97,backward,unrestricted,-1,16,6,0,4,0.5023605941535563,"56110,33015,6685,51790,44380,59295,31985,47290,51575,7370,43640,6005,24385,27700,9065,46535"
97,backward,clean_crossing,-1,16,8,16,16,0.30297057332492966,"5945,43250,4025,48620,38800,3500,9325,53345,29970,39105,25340,55930,43785,35780,28015,8050"
98,forward,unrestricted,1,16,10,0,1,0.526379214812893,"25290,53040,17760,19970,36065,30245,17140,49650,44425,2865,41660,11935,27715,55075,55715,19125"
98,forward,clean_crossing,1,16,9,16,16,0.28658234803333665,"50580,7090,25305,32505,44825,28830,4000,31265,36780,48635,44665,18600,24315,9190,8065,55035"
98,backward,unrestricted,-1,16,10,0,5,0.5448136135561421,"33115,44335,42105,40500,35855,21905,40600,58745,21265,485,7010,8945,52400,30275,8400,24090"
98,backward,clean_crossing,-1,16,7,16,16,0.30554231589817393,"32535,54355,53355,39115,37565,48115,9495,8055,25075,44660,29975,11000,29855,50915,18595,35790"
99,forward,unrestricted,1,16,10,0,0,0.5837529791624092,"27750,58695,15100,8590,8215,43425,10875,44830,58040,38570,31885,50325,27095,6375,8355,27985"
99,forward,clean_crossing,1,16,12,16,16,0.3045506149212788,"38790,31080,51295,3495,37575,45620,24300,43780,56615,35795,54370,27995,36765,32515,28840,43245"
99,backward,unrestricted,-1,16,6,2,8,0.4997577018389784,"43280,19775,5270,58465,32150,41070,51940,26460,48110,54755,47835,55745,3255,42100,54950,8110"
99,backward,clean_crossing,-1,16,5,16,16,0.2999649664539043,"48110,47835,35785,58930,7095,41435,18250,24305,25305,57800,43105,4215,43250,44825,39095,18600"
100,forward,unrestricted,-1,16,5,1,3,0.5063846952108524,"15010,58075,13945,1025,33300,40940,55810,14700,25105,34360,38605,45575,52665,58725,27540,42305"
100,forward,clean_crossing,-1,16,8,16,16,0.280917653193957,"25105,39090,31260,50575,48115,51310,56625,38805,32530,4210,48635,55045,18235,57595,42020,47470"
100,backward,unrestricted,1,16,7,1,3,0.5714971892930872,"40995,27140,21985,30970,59280,15070,44920,59685,45445,18630,33185,17160,11520,42260,7990,11110"
100,backward,clean_crossing,1,16,8,16,16,0.3038326857428255,"18630,13405,2105,9865,8060,9495,58950,25095,48630,51300,32320,12280,50255,7070,31805,55010"
101,forward,unrestricted,1,16,5,1,4,0.47021849504309443,"43145,19245,57115,48640,38470,56955,21375,31845,29505,13800,8385,630,1620,52615,5945,110"
101,forward,clean_crossing,1,16,9,16,16,0.29437996555942275,"5945,8050,3370,50235,2120,58970,32500,7080,37565,44675,32315,57805,43270,36790,25315,41435"
101,backward,unrestricted,-1,16,6,0,6,0.5296779823319907,"44030,25265,28190,53075,31285,22460,24925,7210,33560,2335,3290,58715,17465,40145,16705,43410"
101,backward,clean_crossing,-1,16,7,16,16,0.30249574915660005,"48610,28010,39100,53360,25330,47480,31275,57585,41425,11000,18260,47870,3510,7090,10625,35800"
102,forward,unrestricted,-1,16,6,0,3,0.6811907563181625,"31395,56950,41820,15915,14930,36110,21885,40950,15115,12970,29610,50355,8740,40500,13750,3095"
102,forward,clean_crossing,-1,16,8,16,16,0.2921300684322174,"4225,2100,7105,48625,32540,13405,45505,41440,51295,53375,58945,25115,36795,28005,56615,10975"
102,backward,unrestricted,1,16,7,1,4,0.5906764324322848,"18325,20140,40540,23370,40745,35640,55530,57580,44410,16015,22465,38630,31000,27205,3275,23090"
102,backward,clean_crossing,1,16,7,16,16,0.28596962660084874,"57580,50580,2105,47835,25080,24300,3510,25330,55030,10630,37565,12260,7090,7455,47455,11290"
103,forward,unrestricted,-1,16,12,1,8,0.3922909268116987,"56280,49980,51410,10740,22500,56765,44130,36070,46175,34010,20975,11455,25935,10640,27995,31990"
103,forward,clean_crossing,-1,16,12,16,16,0.3021189766194574,"27995,28845,37580,21555,49110,50905,31260,13435,32520,53375,44820,9865,38800,35785,9330,45620"
103,backward,unrestricted,1,16,11,1,9,0.39755207564094885,"47505,41025,22765,58460,55855,21900,18010,15015,51945,54000,110,38785,42120,47865,28720,24085"
103,backward,clean_crossing,1,16,7,16,16,0.30939523035279504,"47865,25090,54760,58935,9625,32340,2125,50235,24325,54370,25340,7455,18255,11280,41435,28020"
104,forward,unrestricted,-1,16,8,1,4,0.4845445952303459,"20200,2355,55190,28635,49285,10050,45795,12730,25960,24325,36275,21380,18735,3280,55600,42740"
104,forward,clean_crossing,-1,16,9,16,16,0.3164156048661576,"24325,18235,11000,4210,31275,57575,54360,43105,44650,12290,9190,50220,47880,25075,58955,47460"
104,backward,unrestricted,1,16,8,0,3,0.3942229658176249,"47760,30775,24330,25955,38065,27770,59200,3520,48795,41480,43745,13995,50335,50025,7285,48230"
104,backward,clean_crossing,1,16,5,16,16,0.3184675356036447,"24320,28835,9620,4215,20830,51290,2140,28020,44660,44825,54365,36775,35805,7095,29855,48630"
105,forward,unrestricted,-1,16,9,0,4,0.5592945941528404,"27125,40825,57305,50345,33490,36120,36595,40520,22595,4900,7365,38835,1625,470,25990,11405"
105,forward,clean_crossing,-1,16,8,16,16,0.313564454045018,"25080,53360,11005,9490,2100,38805,20815,11280,45845,28020,5945,4015,51305,50225,32530,4215"
105,backward,unrestricted,1,16,9,2,8,0.4835851441515871,"53020,37250,18335,7870,59870,26455,12755,38045,24310,30635,42955,19800,36090,25310,27735,160"
105,backward,clean_crossing,1,16,9,16,16,0.304540411195274,"24310,25310,50540,25110,3510,29855,27995,3360,47480,7460,51315,18595,50220,9865,18255,44665"
106,forward,unrestricted,-1,16,8,0,5,0.4322096232750393,"15090,57270,30170,38405,46735,6125,24205,52385,45125,22925,27710,7220,20970,24335,22035,16445"
106,forward,clean_crossing,-1,16,9,16,16,0.30331298996887174,"8055,50240,54390,32340,5950,9615,18625,55045,13415,2095,4025,41440,11290,53350,56620,4235"
106,backward,unrestricted,1,16,10,0,5,0.5097724788120491,"3490,49070,8705,14615,25875,58735,5060,13260,6630,51480,5465,47125,4040,17515,17800,1135"
106,backward,clean_crossing,1,16,7,16,16,0.3292546153637491,"24320,39095,31280,18250,55005,35805,8065,29865,55930,57800,43240,7440,37575,57565,44655,4215"
107,forward,unrestricted,1,16,6,0,4,0.4281820845013138,"52085,27900,54945,1505,1130,56760,33860,42735,51150,3235,55830,5500,30245,23080,12860,50010"
107,forward,clean_crossing,1,16,10,16,16,0.3020591836169223,"31270,43260,25080,18235,5950,57570,10995,28000,3495,50255,8060,31105,25315,54360,4210,7475"
107,backward,unrestricted,-1,16,5,2,5,0.4628653997578179,"47765,24425,17150,41805,37745,14190,55335,25465,29180,36655,5045,28025,43415,3490,25105,36555"
107,backward,clean_crossing,-1,16,6,16,16,0.2816014237722595,"28025,25105,43265,47835,38790,44810,25310,4005,31085,2090,50265,37565,50560,13415,14095,8050"
108,forward,unrestricted,1,16,12,1,5,0.44808632242499313,"22720,14700,38875,58805,8085,43270,41825,32700,33110,18290,58510,37215,765,960,10920,44025"
108,forward,clean_crossing,1,16,12,16,16,0.3227475030067348,"43270,38810,13430,45615,25350,4230,54760,50225,31265,7110,25120,57565,41415,10995,48590,8050"
108,backward,unrestricted,-1,16,9,1,5,0.4804162966015321,"57210,48825,13765,38635,8060,18320,27710,29175,39025,22925,35530,39615,23905,11910,620,30215"
108,backward,clean_crossing,-1,16,7,16,16,0.2986540737938175,"8060,2120,25100,24305,28025,57800,50215,47860,48600,14090,36770,25315,7450,7075,3365,18595"
109,forward,unrestricted,1,16,4,0,7,0.4275245184666726,"52600,51925,21905,15900,12990,40780,53990,48530,1880,9475,925,48050,1055,17340,38440,29620"
109,forward,clean_crossing,1,16,10,16,16,0.2965007868893961,"29865,10995,2110,47885,4210,50215,25330,31080,29975,12145,58960,24290,38805,50565,56600,53370"
109,backward,unrestricted,-1,16,6,2,5,0.46286020123338245,"45275,18245,20210,350,56755,47565,14245,16325,58685,29845,29055,2320,5970,57805,20345,31060"
109,backward,clean_crossing,-1,16,5,16,16,0.2892242882842444,"18245,57805,3495,18430,32525,7470,4220,21545,31280,43125,28850,9330,9210,57600,24310,2090"
110,forward,unrestricted,-1,16,10,0,4,0.49938256215552257,"39980,38765,24245,5095,32760,52240,51820,31500,45765,17335,23375,59350,58465,42530,9045,30450"
110,forward,clean_crossing,-1,16,9,16,16,0.296707800064143,"28005,25100,4000,10995,47455,18620,54355,28830,32535,48620,56610,3510,41415,31260,48115,4220"
110,backward,unrestricted,1,16,10,0,2,0.5002059932087001,"45455,33500,3840,46150,6615,59220,8405,5340,38080,1110,12910,30670,25965,15810,7835,33840"
110,backward,clean_crossing,1,16,6,16,16,0.3252818485216486,"28845,25080,13430,55025,25330,31790,4210,9325,28015,8065,43255,20825,50255,44670,35800,39080"
111,forward,unrestricted,-1,16,9,0,3,0.42906663515201,"59545,52605,40595,27715,50780,35740,22730,49290,49700,12420,22960,16015,39340,42105,19015,10690"
111,forward,clean_crossing,-1,16,10,16,16,0.3108048528180808,"7100,24310,53360,28830,29980,31070,4025,13435,31260,29855,5950,11500,36795,50905,38800,37575"
111,backward,unrestricted,1,16,7,2,5,0.5007071596560111,"15105,41840,19130,50995,58690,20275,24315,53755,16460,7290,8955,20155,37580,39370,7755,4620"
111,backward,clean_crossing,1,16,7,16,16,0.30867867479073197,"24315,37580,45505,43270,41415,3495,39090,47845,53365,57575,7095,18250,28015,10980,57800,25095"
112,forward,unrestricted,1,16,7,0,3,0.44313795771140696,"40730,9470,12195,20800,4995,9300,20655,3230,44090,52410,23330,44555,39845,9110,17275,43755"
112,forward,clean_crossing,1,16,8,16,16,0.3177196895605599,"13425,41440,28025,45830,50220,20590,9620,31075,6665,3505,25080,35805,11005,8055,24295,7440"
112,backward,unrestricted,-1,16,5,1,5,0.46108355545293395,"11870,43315,2110,31610,56980,49850,58040,51475,48825,49325,41845,29050,800,58230,47710,54800"
112,backward,clean_crossing,-1,16,3,16,16,0.30902924668918885,"2110,28855,13410,38795,57800,35785,31095,21540,7465,3500,12270,18625,6660,24300,44815,47875"
113,forward,unrestricted,1,16,10,0,4,0.5226689358378727,"40525,56885,46210,16020,20135,8865,41375,8465,21920,3635,40695,7305,685,59260,51285,13370"
113,forward,clean_crossing,1,16,6,16,16,0.2853306988198297,"24295,7460,55035,41440,44680,32500,29865,2090,32320,50580,12265,54380,25345,47450,31790,45830"
113,backward,unrestricted,-1,16,8,1,2,0.5320270382249712,"52540,22020,40610,18910,32260,55285,38985,24475,52950,11285,32480,8215,6050,28990,9295,27325"
113,backward,clean_crossing,-1,16,10,16,16,0.31074343572944996,"11285,57570,28005,25330,48610,4000,12285,41435,3500,9500,50570,50215,2130,21555,31110,55010"
114,forward,unrestricted,1,16,8,0,1,0.5376698424234798,"28685,44310,51760,48675,41475,15155,52815,54590,7810,5255,35835,25935,8490,55365,26390,18895"
114,forward,clean_crossing,1,16,9,16,16,0.2848144315997292,"50225,47460,41425,9870,29965,2110,12265,4225,47840,43270,24295,54375,36785,32335,28020,50570"
114,backward,unrestricted,-1,16,6,1,4,0.6046589031308411,"8720,43580,25120,16335,36445,33035,20305,5625,34100,58730,30485,27300,38375,45305,6185,21670"
114,backward,clean_crossing,-1,16,8,16,16,0.30902825568360226,"25120,31070,48600,25320,38800,50250,29980,31795,9495,45615,8065,53365,57595,45840,3505,44820"
115,forward,unrestricted,1,16,10,1,5,0.4494523618738627,"21920,22910,8065,5860,16395,59590,1190,47770,33480,29350,13440,57430,15120,53960,31145,22685"
115,forward,clean_crossing,1,16,8,16,16,0.3161465632445548,"8065,38805,28030,25325,29860,44815,25090,32530,54395,55005,2105,48110,29970,48605,31805,9500"
115,backward,unrestricted,-1,16,9,2,6,0.48465169282011694,"48235,5965,20240,44430,50725,38475,8755,31275,59480,23920,3520,36615,44270,7465,37220,3910"
115,backward,clean_crossing,-1,16,10,16,16,0.30514812772792516,"31275,7465,25085,35790,28020,49100,18235,36765,32505,20570,13420,57585,43260,44665,3360,4015"
116,forward,unrestricted,1,16,7,1,4,0.4633120966084737,"25460,30540,7855,15565,57440,46410,35345,17145,34140,58670,24420,14415,7445,42255,6375,55060"
116,forward,clean_crossing,1,16,9,16,16,0.30412064746013634,"7445,18255,10985,32510,31800,12260,43110,43265,21555,45840,13410,37585,57800,55015,28005,53370"
116,backward,unrestricted,-1,16,9,0,4,0.44225456679154707,"51915,7160,50615,34400,45180,58520,41445,39330,15400,16120,38610,52610,57415,56960,53295,40485"
116,backward,clean_crossing,-1,16,10,16,16,0.30273248330866737,"41415,24305,54350,9620,25105,29850,2115,27995,38795,10990,12140,31105,36785,3365,55035,53360"
117,forward,unrestricted,-1,16,8,1,5,0.5217919783722362,"28835,12330,34135,17190,21385,17420,38125,51830,38930,9775,15135,49290,23625,29715,32085,17650"
117,forward,clean_crossing,-1,16,10,16,16,0.28398722993204384,"28835,7095,13410,50905,53365,43265,31110,35795,58970,28010,56610,25075,48630,47840,32510,54760"
117,backward,unrestricted,1,16,7,0,4,0.5231937851925246,"39030,25970,30675,10905,52200,36095,22420,2465,22055,11530,34170,14745,40765,35100,45405,51895"
117,backward,clean_crossing,1,16,9,16,16,0.31626453200661414,"48610,10985,38790,3500,6655,31070,9195,28000,25080,43800,53350,44820,32315,57805,4210,2090"
118,forward,unrestricted,-1,16,11,1,5,0.5490135358295054,"58720,24430,16210,34355,3495,22445,41020,11065,35485,16005,54990,51440,8425,52785,15415,17425"
118,forward,clean_crossing,-1,16,12,16,16,0.2927357839068964,"3495,50230,43255,5945,38790,49100,47845,51305,56595,13410,8050,58965,43795,44810,12275,18605"
118,backward,unrestricted,1,16,8,0,7,0.47348568095290255,"40805,43380,35350,50820,21040,32280,37670,34685,25455,56820,37550,40120,130,9810,4030,37825"
118,backward,clean_crossing,1,16,9,16,16,0.29815038915517833,"29865,35780,44690,48615,5950,53365,37575,28005,2140,31820,9330,6665,51300,25120,18610,25350"
119,forward,unrestricted,-1,16,10,1,5,0.5553366756656768,"43325,59210,49055,42695,55455,3280,2470,32095,51765,36105,54995,8870,52395,52820,12830,7195"
119,forward,clean_crossing,-1,16,6,16,16,0.3076450456192559,"54995,5945,38795,49105,25105,50240,4210,50585,51310,20590,2090,3370,44815,36795,7445,57565"
119,backward,unrestricted,1,16,9,0,2,0.4586233665992058,"23415,17485,16220,22890,54530,56880,47915,4860,33315,39175,15315,35390,22595,25030,53500,50630"
119,backward,clean_crossing,1,16,9,16,16,0.29648375457416265,"48635,54395,43260,31075,47480,18610,37570,18430,25100,9330,41425,45845,39085,14075,50255,18240"
120,forward,unrestricted,1,16,8,0,2,0.5539751820067494,"15405,26795,10520,3290,56765,40490,9465,42730,4245,25920,58665,18065,13710,50710,1095,54440"
120,forward,clean_crossing,1,16,8,16,16,0.3343682304912279,"13435,54395,18245,9500,31110,50910,9200,43780,55005,25345,12285,7440,25075,29965,38810,58945"
120,backward,unrestricted,-1,16,7,0,4,0.3789216209625619,"41840,9425,8760,27735,11825,5080,2265,8235,25210,38245,56135,20740,57445,53290,12970,6950"
120,backward,clean_crossing,-1,16,7,16,16,0.2948920906361131,"49095,31280,24300,57590,56600,53350,43800,7460,4230,43250,13405,25315,9190,18240,29850,32515"
121,forward,unrestricted,1,16,12,0,1,0.4997782371629644,"7355,30280,55465,20000,10485,25605,54265,38260,15715,34305,29925,44125,33225,52840,55735,25715"
121,forward,clean_crossing,1,16,9,16,16,0.30589524361662646,"50250,18235,28840,9500,43255,12980,31275,12260,44825,48630,56635,47445,31100,37570,25080,28015"
121,backward,unrestricted,-1,16,8,3,9,0.4780417345484461,"17810,24645,31080,48595,27360,5415,22950,17265,51950,35395,9350,47830,53985,52200,22605,25085"
121,backward,clean_crossing,-1,16,9,16,16,0.3064891914919784,"31080,48595,25085,37575,25310,3365,41430,39085,38790,47440,45620,7110,50260,28030,43235,32335"
122,forward,unrestricted,1,16,7,2,3,0.4603274363842116,"41440,54970,40600,23855,48210,23395,49775,48320,59395,930,23540,18255,55835,15025,15850,34085"
122,forward,clean_crossing,1,16,8,16,16,0.3012732505007846,"41440,18255,10980,43265,36770,14100,25110,38805,7105,9195,4015,55010,29970,24290,50910,44655"
122,backward,unrestricted,-1,16,5,1,4,0.4672097627730042,"5710,59440,2095,15455,2260,43330,22460,52470,23200,1550,3470,17245,48695,8135,46365,14995"
122,backward,clean_crossing,-1,16,7,16,16,0.2988037154031735,"2095,47470,44670,25325,51305,58955,50220,31820,4235,13435,43785,37570,11500,31070,12150,7085"
123,forward,unrestricted,-1,16,12,0,3,0.4158085013879731,"5030,47290,51970,8380,49275,24390,9815,15685,7170,37970,44630,47985,55430,49465,57830,21490"
123,forward,clean_crossing,-1,16,9,16,16,0.2853753240897817,"7480,2125,25090,37565,31275,31095,10975,10625,48610,58950,38810,24295,55040,9325,25345,4005"
123,backward,unrestricted,1,16,9,1,5,0.41252245269036636,"10720,5035,22925,47840,32810,15460,1035,50425,5400,55980,25,4510,47375,46275,28585,16045"
123,backward,clean_crossing,1,16,7,16,16,0.2824959178830796,"47840,7475,10980,25330,25075,4010,12155,48115,48595,37585,31280,50225,10630,54760,28825,58945"
124,forward,unrestricted,1,16,7,0,5,0.41293034100706977,"26850,25895,38485,28245,29890,37150,34340,39900,39490,33015,39170,26525,21870,24880,57720,38680"
124,forward,clean_crossing,1,16,11,16,16,0.32586697028094624,"44820,3375,49095,24320,18595,38805,47450,25095,9630,57805,44645,32520,56615,8055,50240,7100"
124,backward,unrestricted,-1,16,9,0,3,0.46200154594935433,"29410,15605,55980,15800,8125,2345,7755,23895,37610,40820,46550,1875,38005,6705,36685,44925"
124,backward,clean_crossing,-1,16,12,16,16,0.32104668828072214,"25325,48110,29860,43265,6660,43805,31075,41425,49100,44825,55010,11005,44665,25075,4000,45835"
125,forward,unrestricted,1,16,12,0,4,0.5677156813702253,"43625,40245,44935,14410,19220,24075,15410,14515,22095,55405,33315,34525,21580,31295,6345,56955"
125,forward,clean_crossing,1,16,10,16,16,0.30428311202889946,"29980,7440,18260,54350,47880,48600,25325,50215,7085,41435,4020,8050,50915,55040,11005,57600"
125,backward,unrestricted,-1,16,7,0,7,0.41772697547355786,"1195,47575,33750,36625,11540,53210,32745,32275,37810,48240,35110,22525,19670,3485,21565,12890"
125,backward,clean_crossing,-1,16,12,16,16,0.278523702200268,"12265,50555,47475,9505,31805,55050,45840,31265,18240,43125,20570,41430,57595,32520,48635,45510"
126,forward,unrestricted,-1,16,8,2,6,0.44104649695445813,"54375,22980,1595,19195,13965,52830,1185,3365,50660,29870,16405,15560,5840,48905,52525,35155"
126,forward,clean_crossing,-1,16,10,16,16,0.3145749978186878,"54375,3365,25325,25085,4215,35780,49100,31265,47440,51305,50260,37580,4015,32510,24325,9860"
126,backward,unrestricted,1,16,7,0,6,0.5526336658048049,"5050,3835,57755,2280,34675,51895,6320,58515,24980,33305,27295,40855,10745,59805,16205,45310"
126,backward,clean_crossing,1,16,8,16,16,0.30679567816122516,"32330,13415,3500,3355,54385,9500,20820,43270,49110,29850,35800,32535,18595,7475,48605,55020"
127,forward,unrestricted,1,16,8,1,4,0.4569428415247502,"22670,8160,38625,23385,52590,55015,34415,28715,45350,2240,39745,48530,34815,49565,24650,47090"
127,forward,clean_crossing,1,16,11,16,16,0.32190941482064483,"55015,18260,8055,29970,37580,25075,3495,43245,7445,12150,44810,50260,20830,36775,13430,7090"
127,backward,unrestricted,-1,16,7,1,4,0.4354048676240385,"22620,4445,15875,8380,58000,59625,285,17905,43260,13210,2270,48640,5785,49450,22740,22155"
127,backward,clean_crossing,-1,16,8,16,16,0.30497869353025475,"43260,48620,4210,39110,8060,18245,57800,32315,54995,9615,43120,41435,20815,48115,38805,29855"
128,forward,unrestricted,1,16,11,1,6,0.4694933222019011,"49295,22015,1140,26375,54540,41675,44860,51655,34695,22885,24370,42210,55585,25320,58345,13525"
128,forward,clean_crossing,1,16,8,16,16,0.28658807659446206,"25320,28015,29865,54370,31105,8060,2105,54760,47475,49105,37575,9210,12275,31270,9490,25085"
128,backward,unrestricted,-1,16,9,1,2,0.520070032448545,"27765,57520,2910,39825,12920,25035,43400,9830,8110,22870,6090,15385,16415,26060,3255,45510"
128,backward,clean_crossing,-1,16,8,16,16,0.308294377498175,"45510,10625,32540,48615,3505,10990,12155,49115,47875,36780,25345,50565,58955,31785,18600,9630"
